Stable_Gene_ID,Gene_Name,Gene_Description,GO_Terms,Pi_Tinaja,Pi_RioChoy,Pi_Molino,Pi_Pachon,Pi_Rascon,Dxy_RioChoy:Molino,Dxy_Rascon:Pachon,Dxy_Rascon:Tinaja,Fst_Rascon:Tinaja,Fst_Pachon:Rascon,Fst_RioChoy:Molino,Fst_RioChoy:Pachon,Fst_RioChoy:Tinaja,Dxy_RioChoy:Pachon,Dxy_RioChoy:Tinaja,TajimasD_Molino,TajimasD_RioChoy,TajimasD_Pachon,TajimasD_Tinaja,TajimasD_Rascon,Fst_Rascon:Molino,Dxy_Rascon:Molino
ENSAMXG00000010587,jak1,Janus kinase 1 [Source:ZFIN;Acc:ZDB-GENE-980526-142],cytoskeleton;non-membrane spanning protein tyrosine kinase activity;peptidyl-tyrosine phosphorylation;protein tyrosine kinase activity;phosphorylation;kinase activity;intracellular signal transduction;nucleotide binding;protein phosphorylation;protein kinase activity;transferase activity;ATP binding;membrane;T cell differentiation in thymus,0.000178678,0.000865604,0,0.0000893,0.000502766,0.00084996,0.000598291,0.000618401,0.233636571,0.245850857,0.27834925,0.240814505,0.223070893,0.001119631,0.001171953,NA,NA,NA,NA,NA,0.46167505,0.001458019
ENSAMXG00000010656,ptmaa,"prothymosin, alpha a [Source:ZFIN;Acc:ZDB-GENE-030131-7647]",NA,0.000325733,0,0,0,0,0,0,0.000162866,NA,NA,NA,1,0.944581,0.003257329,0.003094463,NA,NA,NA,NA,NA,1,0.003257329
ENSAMXG00000003867,naalad2,N-acetylated alpha-linked acidic dipeptidase 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1025],integral component of membrane;membrane,0.000361783,0.00121508,0,0.000264628,0.00241837,0.003310237,0.002736699,0.002331577,0.302225633,0.356200153,0.5579338,0.469566845,0.403064845,0.003030908,0.002627432,NA,0.0793594,0,0.605371,0.430599,0.38867674,0.003017168
ENSAMXG00000003897,NOX4,NADPH oxidase 4 [Source:HGNC Symbol;Acc:HGNC:7891],oxidation-reduction process;oxidoreductase activity;integral component of membrane;membrane,0,0.001192418,0,0,0.000806544,0.001380811,0.002640473,0.00200676,0.6418842,0.698185333,0.180113054,0.566922558,0.487572258,0.004008178,0.003533924,NA,-0.56492,NA,NA,0.922292,0.685225429,0.003130397
ENSAMXG00000004964,scn1lab,"sodium channel, voltage-gated, type I like, alpha b [Source:ZFIN;Acc:ZDB-GENE-060906-1]",protein binding;voltage-gated sodium channel activity;voltage-gated sodium channel complex;sodium ion transmembrane transport;sodium channel activity;sodium ion transport;regulation of ion transmembrane transport;voltage-gated ion channel activity;ion transmembrane transport;ion channel activity;transmembrane transport;ion transport;transport;integral component of membrane;membrane;neuronal action potential;swimming behavior,0.000328479,0.000825449,0,0.0000693,0.000742973,0.001117995,0.001382939,0.001488151,0.38872429,0.392091445,0.351914716,0.326819593,0.313228609,0.001479551,0.001626406,NA,NA,NA,NA,NA,0.40754866,0.001831812
ENSAMXG00000004968,xirp2a,xin actin binding repeat containing 2a [Source:ZFIN;Acc:ZDB-GENE-040108-7],heart development;actin cytoskeleton organization;cell junction;actin binding;metal ion binding;zinc ion binding,0.000288467,0.001488422,0.001153587,0.000215274,0.001126421,0.001917027,0.001638465,0.001345273,0.278016598,0.347194933,0.229682098,0.216490049,0.178081542,0.002237869,0.001951117,NA,NA,NA,NA,NA,0.284045132,0.002225157
ENSAMXG00000004971,ATP7B,"ATPase, Cu++ transporting, beta polypeptide [Source:HGNC Symbol;Acc:HGNC:870]",cation-transporting ATPase activity;metal ion transport;cation transport;cation transmembrane transport;nucleotide binding;hydrolase activity;copper ion binding;metabolic process;metal ion binding;integral component of membrane;membrane,0.000341845,0.002479856,0.000123191,0.000264259,0.000852423,0.00232274,0.000642719,0.000719023,0.147138236,0.143521217,0.288082737,0.151584081,0.158394717,0.001819663,0.001926127,NA,NA,NA,NA,NA,0.339009953,0.001650819
ENSAMXG00000005026,wdr12,WD repeat domain 12 [Source:ZFIN;Acc:ZDB-GENE-030131-371],"protein binding;ribonucleoprotein complex binding;preribosome, large subunit precursor;rRNA processing;nucleoplasm;maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);ribosomal large subunit biogenesis;ribosome biogenesis;nucleolus;nucleus",0.000293095,0.003378337,0,0.000309844,0.000904028,0.00267944,0.000841952,0.00144524,0.422167775,0.253914033,0.26735891,0.202089402,0.236679731,0.002742973,0.003355653,NA,NA,NA,NA,NA,0.457484225,0.001524794
ENSAMXG00000013832,pde7a,phosphodiesterase 7A [Source:ZFIN;Acc:ZDB-GENE-031222-10],"3',5'-cyclic-nucleotide phosphodiesterase activity;phosphoric diester hydrolase activity;hydrolase activity;metabolic process;metal ion binding;signal transduction",0.000518853,0.001121504,0,0.000202566,0.000113688,0.004365481,0.001455207,0.001557526,0.495907275,0.660195867,0.7702165,0.377840228,0.38981461,0.002259641,0.002424694,NA,-0.163898,-1.72331,-1.73887,0,0.80734522,0.002785357
ENSAMXG00000013860,mtfr1,mitochondrial fission regulator 1 [Source:ZFIN;Acc:ZDB-GENE-041212-86],NA,0.000224467,0.001965919,0,0.000874239,0.00227868,0.003865819,0.002702955,0.002254022,0.222048425,0.225582156,0.6220834,0.303079593,0.293863085,0.003379474,0.003024068,NA,-0.472732,-0.89489,-1.51284,-0.932804,0.306001711,0.003367003
ENSAMXG00000003000,map2k1,mitogen-activated protein kinase kinase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2759],protein tyrosine kinase activity;nucleotide binding;protein phosphorylation;protein kinase activity;ATP binding,0,0.001068324,0.000306801,0,0.000393711,0.000739913,0.000209556,0.000209556,0.09981105,0.1047038,0.125,0.155551735,0.155551735,0.000698519,0.000698519,0,0.287742,NA,NA,-0.849715,0.110700367,0.000395828
ENSAMXG00000003519,ZNF423,zinc finger protein 423 [Source:HGNC Symbol;Acc:HGNC:16762],nucleic acid binding;metal ion binding,0.000140079,0.00097889,0,0,0.000473256,0.000604887,0.000948345,0.001020985,0.327483092,0.340169918,0.170824289,0.404255607,0.396059521,0.002110385,0.002182972,NA,-0.274137,NA,0.0632525,-0.906323,0.3666479,0.001230831
ENSAMXG00000003720,zfpm1,"zinc finger protein, FOG family member 1 [Source:ZFIN;Acc:ZDB-GENE-050419-238]",nucleic acid binding;metal ion binding;heart looping;protein binding;hemopoiesis,0.000199757,0.000725792,0,0,0.00073368,0.003568532,0.001222099,0.001356991,0.338235492,0.3493003,0.76025725,0.462250176,0.440021775,0.002619911,0.002785155,NA,-1.13758,NA,0.260264,-1.63391,0.393126029,0.002006087
ENSAMXG00000012025,wbp1la,WW domain binding protein 1-like a [Source:ZFIN;Acc:ZDB-GENE-030131-1961],integral component of membrane;membrane,0.0000963,0.000844541,0,0.000203382,0.001094764,0.001612342,0.002885713,0.003018626,0.5086567,0.481052033,0.486111,0.561208323,0.582721423,0.003437433,0.003581942,NA,-0.740781,-1.46933,0,-1.63248,0.188847971,0.001525369
ENSAMXG00000012029,cyp17a1,"cytochrome P450, family 17, subfamily A, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-040213-2]","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;monooxygenase activity;metal ion binding;heme binding;iron ion binding;oxidation-reduction process;oxidoreductase activity;integral component of membrane;membrane;17-alpha,20-alpha-dihydroxypregn-4-en-3-one dehydrogenase activity;progesterone metabolic process;17-alpha-hydroxyprogesterone aldolase activity;androst-4-ene-3,17-dione biosynthetic process;steroid 17-alpha-monooxygenase activity",0.000380136,0.001047125,0,0.000445796,0.002063358,0.00175093,0.001791277,0.001824655,0.199533925,0.169439885,0.388648317,0.260339008,0.20179802,0.00130955,0.001437222,NA,-0.734286,-1.58577,0.0632525,-0.630102,0.2517087,0.002225189
ENSAMXG00000001277,PDE1C,"phosphodiesterase 1C, calmodulin-dependent 70kDa [Source:HGNC Symbol;Acc:HGNC:8776]","3',5'-cyclic-nucleotide phosphodiesterase activity;phosphoric diester hydrolase activity;hydrolase activity;metabolic process;metal ion binding;signal transduction",0.004494843,0.006143227,0.003412154,0.003663562,0.004280213,0.005885702,0.004457323,0.004729106,0.119884971,0.111258415,0.216414724,0.163402099,0.153592967,0.005621568,0.005739299,NA,NA,NA,NA,NA,0.213808142,0.005624389
ENSAMXG00000001377,sim1a,single-minded family bHLH transcription factor 1a [Source:ZFIN;Acc:ZDB-GENE-020829-1],"protein binding;protein dimerization activity;transcription, DNA-templated;transcription factor activity, sequence-specific DNA binding;nucleus;DNA binding;regulation of transcription, DNA-templated;integral component of membrane;membrane;axon guidance;dopaminergic neuron differentiation;diencephalon development;pronephric proximal tubule development;hypothalamus cell differentiation",0.000377597,0.001037872,0,0.0000952,0.000529216,0.001045366,0.00033227,0.00050638,0.094032317,0.068398033,0.3307084,0.215966957,0.236290792,0.001540739,0.001629689,NA,NA,NA,NA,NA,0.06627344,0.000279107
ENSAMXG00000001407,GRIK2 (1 of 2),"glutamate receptor, ionotropic, kainate 2 [Source:HGNC Symbol;Acc:HGNC:4580]",ionotropic glutamate receptor signaling pathway;extracellular-glutamate-gated ion channel activity;ionotropic glutamate receptor activity;postsynaptic membrane;cell junction;synapse;ion transmembrane transport;ion channel activity;receptor activity;ion transport;transport;plasma membrane;integral component of membrane;membrane,0.000186299,0.001313895,0.000136216,0.0000372,0.000469269,0.000941482,0.001013034,0.000308642,0.08159236,0.354204686,0.159330064,0.330257991,0.187155525,0.001903492,0.00119343,NA,NA,NA,NA,NA,0.094746433,0.00034413
ENSAMXG00000001483,FOXO6 (1 of 2),forkhead box O6 [Source:HGNC Symbol;Acc:HGNC:24814],"transcription, DNA-templated;transcription factor activity, sequence-specific DNA binding;sequence-specific DNA binding;nucleus;DNA binding;regulation of transcription, DNA-templated",0.000629463,0.001050925,0,0,0.000692596,0.000645589,0.001840438,0.001643554,0.3525082,0.508133486,0.1582264,0.390608448,0.270873202,0.002153127,0.001952122,NA,NA,NA,NA,NA,0.12268684,0.000385208
ENSAMXG00000001749,GRIK3,"glutamate receptor, ionotropic, kainate 3 [Source:HGNC Symbol;Acc:HGNC:4581]",ionotropic glutamate receptor signaling pathway;extracellular-glutamate-gated ion channel activity;ionotropic glutamate receptor activity;postsynaptic membrane;cell junction;synapse;ion transmembrane transport;ion channel activity;receptor activity;ion transport;transport;plasma membrane;integral component of membrane;membrane,0.000292691,0.001214843,0,0.000153399,0.00065479,0.002072864,0.00094919,0.001002233,0.24350095,0.223017482,0.363234566,0.235467994,0.23021862,0.001881165,0.001834636,NA,NA,NA,NA,NA,0.25838795,0.000977108
ENSAMXG00000019186,gid8b,GID complex subunit 8 homolog b (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-030515-4],protein binding,0.00014556,0,0,0,0.000443675,0,0.001220107,0.001171303,0.776543,0.862043,NA,NA,NA,0,0.0000728,NA,NA,NA,NA,NA,0.853529,0.001220107
ENSAMXG00000005918,zbtb16a,zinc finger and BTB domain containing 16a [Source:ZFIN;Acc:ZDB-GENE-030131-1989],protein binding;nucleic acid binding;metal ion binding;regulation of neurogenesis,0,0.000540291,0,0.000167917,0.00031723,0.000675732,0.000764755,0.000665004,0.295983075,0.24623994,0.242157783,0.168807798,0.172998511,0.000885979,0.000786229,NA,-1.25181,0,NA,-1.17901,0.272627825,0.000665336
ENSAMXG00000011628,nrxn1a (2 of 2),neurexin 1a [Source:ZFIN;Acc:ZDB-GENE-070206-1],protein binding;presynaptic membrane,0.000527667,0.001303682,0,0.000159152,0.000596186,0.001788553,0.000733086,0.000752959,0.118921945,0.121639827,0.34974273,0.166668603,0.145199696,0.001475495,0.001541738,NA,-1.29656,-1.40766,-0.182952,-2.01608,0.332293554,0.001887917
ENSAMXG00000003285,efnb3b,ephrin-B3b [Source:ZFIN;Acc:ZDB-GENE-010618-3],integral component of membrane;membrane;rhombomere boundary formation,0.000207684,0,0,0,0.000858533,0.002089864,0.001948282,0.000909409,0.229401067,0.4437395,1,NA,0.944581,0,0.001038422,NA,NA,NA,NA,NA,0.4773021,0.002637131
ENSAMXG00000003753,NA,NA,protein binding;ubiquitin-protein transferase activity;protein ubiquitination;intracellular;metal ion binding;zinc ion binding,0.022236441,0.028582614,0.022404897,0.014662266,0.027934138,0.030453963,0.030219181,0.028304932,0.154430409,0.234088329,0.162858914,0.231083324,0.161783527,0.033165863,0.031398274,NA,NA,NA,NA,NA,0.179387839,0.029566335
ENSAMXG00000003850,acin1b,apoptotic chromatin condensation inducer 1b [Source:ZFIN;Acc:ZDB-GENE-030826-12],nucleotide binding;nucleic acid binding,0.000244069,0.000812605,0.000844749,0.0000616,0.001525036,0.001020849,0.001910531,0.000956416,0.129375207,0.302580684,0.230450671,0.330507582,0.227584552,0.001149618,0.000979836,NA,NA,NA,NA,NA,0.201654953,0.00172047
ENSAMXG00000019851,cdh13,"cadherin 13, H-cadherin (heart) [Source:ZFIN;Acc:ZDB-GENE-060503-286]",homophilic cell adhesion via plasma membrane adhesion molecules;cell adhesion;calcium ion binding;plasma membrane;integral component of membrane;membrane,0.000539589,0.000371588,0.000127924,0,0.001337388,0.000258894,0.002147295,0.002334613,0.339239455,0.38667314,0.015625,0.33205442,0.263883485,0.001225938,0.001423916,NA,NA,NA,NA,NA,0.19474553,0.001302083
ENSAMXG00000019948,uri1,"URI1, prefoldin-like chaperone [Source:ZFIN;Acc:ZDB-GENE-050913-30]",NA,0.000271033,0.002163298,0,0,0.000115983,0.002266489,0.001333797,0.001339596,0.603381067,0.9660035,0.4662365,0.280763091,0.218696887,0.002034524,0.002082367,NA,NA,NA,NA,NA,0.975816,0.002029691
ENSAMXG00000019955,mtss1la,metastasis suppressor 1-like a [Source:ZFIN;Acc:ZDB-GENE-030219-89],ruffle assembly;plasma membrane organization;actin binding,0.00175691,0.002696274,0.000645758,0.000987,0.002081944,0.002782589,0.00197229,0.002347188,0.2311119,0.213232814,0.35196283,0.138196825,0.194624125,0.002847722,0.003178124,NA,NA,NA,NA,NA,0.188909497,0.001865435
ENSAMXG00000018736,bcl6ab,"B-cell CLL/lymphoma 6a, genome duplicate b [Source:ZFIN;Acc:ZDB-GENE-030131-7523]",protein binding;nucleic acid binding;metal ion binding,0.00051774,0.002307035,0,0,0.002257587,0.003394689,0.002119927,0.002523723,0.262066785,0.213540967,0.477826182,0.363723404,0.467590003,0.0023218,0.003952927,NA,1.10797,NA,-1.57027,-0.836248,0.306645925,0.003230365
ENSAMXG00000000971,cmip,c-Maf inducing protein [Source:ZFIN;Acc:ZDB-GENE-050419-50],NA,0.000200695,0.000389244,0,0,0.000685441,0.001451966,0.000466753,0.000574465,0.21780902,0.25557815,0.6257352,0.231205376,0.201515263,0.000595068,0.000661716,NA,-1.18708,NA,-1.19135,0.707232,0.495007183,0.00132845
ENSAMXG00000008890,kctd17,potassium channel tetramerization domain containing 17 [Source:ZFIN;Acc:ZDB-GENE-130531-80],protein binding;protein homooligomerization;macrophage chemotaxis,0,0.001103472,0,0,0.000689684,0.000811688,0.000948317,0.000948317,0.702439,0.702439,0.390625,0.147298047,0.144588813,0.000811688,0.000811688,NA,NA,NA,NA,NA,0.686454,0.000948317
ENSAMXG00000012612,neurl1aa,neuralized E3 ubiquitin protein ligase 1Aa [Source:ZFIN;Acc:ZDB-GENE-090311-3],protein binding;metal ion binding;zinc ion binding,0.0002414,0.000717482,0,0.00018105,0.001687863,0.000484496,0.001549007,0.001554404,0.240941275,0.225500722,0.126140915,0.091227428,0.091227428,0.00054642,0.000576871,NA,-0.604038,-1.72331,-1.86788,-0.579819,0.230272344,0.001511226
ENSAMXG00000003153,phactr3b,phosphatase and actin regulator 3b [Source:ZFIN;Acc:ZDB-GENE-050522-156],protein phosphatase type 1 regulator activity;protein phosphatase 1 binding;regulation of catalytic activity;negative regulation of catalytic activity;protein phosphatase inhibitor activity;actin binding;synaptic transmission,0.000124844,0.002090626,0.000330469,0.000256624,0.000463436,0.002900021,0.000908586,0.000842697,0.417215533,0.417215533,0.358652355,0.131470456,0.157192038,0.00153454,0.001540609,NA,NA,NA,NA,NA,0.599832017,0.002340824
ENSAMXG00000003456,mfsd4a,major facilitator superfamily domain containing 4a [Source:ZFIN;Acc:ZDB-GENE-040426-1643],integral component of membrane;membrane,0.000495879,0.001570537,0,0.000194932,0.00189025,0.00202128,0.002155079,0.001922244,0.168418108,0.170479669,0.297615613,0.133601596,0.22810595,0.001397102,0.002499452,NA,NA,NA,NA,NA,0.211311188,0.002707386
ENSAMXG00000003799,pax7b,paired box 7b [Source:ZFIN;Acc:ZDB-GENE-080917-54],"multicellular organismal development;transcription, DNA-templated;sequence-specific DNA binding;nucleus;DNA binding;regulation of transcription, DNA-templated",0.000735935,0.000493769,0,0,0.001350439,0.000294529,0.001575512,0.001609273,0.232577222,0.323457329,0.14375,0.696382775,0.351781507,0.001914439,0.00154996,NA,NA,NA,NA,NA,0.407761913,0.002250731
ENSAMXG00000004054,il17rd,interleukin 17 receptor D [Source:ZFIN;Acc:ZDB-GENE-020320-5],protein binding;signal transduction;dorsal/ventral pattern formation;negative regulation of fibroblast growth factor receptor signaling pathway;inactivation of MAPK activity,0.00017234,0.00128093,0.000334259,0,0.000873495,0.00246242,0.001697732,0.001914463,0.4206696,0.37820015,0.331432079,0.201769428,0.225820844,0.001498995,0.001868807,NA,NA,NA,NA,NA,0.457316733,0.00259476
ENSAMXG00000009580,ASTN2 (2 of 3),astrotactin 2 [Source:HGNC Symbol;Acc:HGNC:17021],NA,0.001391909,0.000306091,0,0,0.000459138,0.000153046,0.000229568,0.001331497,0.1687103,0.0465116,NA,0.00619094,0.17592647,0.000153046,0.001254974,NA,NA,NA,NA,NA,0.0367261,0.000229568
ENSAMXG00000015605,evpla,envoplakin a [Source:ZFIN;Acc:ZDB-GENE-030829-19],cytoskeleton,0.000263467,0.002048728,0,0,0.000669498,0.002146443,0.000854055,0.000925459,0.3295638,0.43530115,0.4194325,0.238423468,0.213095812,0.001941131,0.001965396,NA,-0.100034,NA,-2.07477,0.0118163,0.444225093,0.001134073
ENSAMXG00000015857,MGAT5B,"mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B [Source:HGNC Symbol;Acc:HGNC:24140]","alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity;protein N-linked glycosylation",0.003676945,0.00311748,0.003073089,0.003061717,0.003623649,0.003610237,0.003605284,0.004543728,0.249758319,0.09898809,0.17749406,0.138942997,0.171113425,0.00365779,0.004519628,0.296747,0.135017,0.288716,-0.415766,-0.520477,0.148556367,0.003941506
ENSAMXG00000017346,asap2a,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2a [Source:ZFIN;Acc:ZDB-GENE-041210-256]",protein binding;GTPase activator activity;positive regulation of GTPase activity;metal ion binding,0.000321033,0.001696555,0,0,0.000858414,0.001280169,0.000967008,0.001021047,0.23412279,0.309620544,0.23855155,0.200658949,0.169781752,0.001543733,0.001583267,NA,NA,NA,NA,NA,0.318810963,0.000910125
ENSAMXG00000017375,kidins220a,kinase D-interacting substrate 220a [Source:ZFIN;Acc:ZDB-GENE-041014-170],protein binding;integral component of membrane;membrane,0.001635925,0.002141553,0.0000236,0.000114173,0.001083889,0.002350768,0.001667747,0.00197172,0.18269065,0.240646055,0.27317669,0.203154363,0.218195243,0.001917553,0.00298227,NA,NA,NA,NA,NA,0.324440217,0.00232332
ENSAMXG00000001530,CHST8 (1 of 2),carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8 [Source:HGNC Symbol;Acc:HGNC:15993],carbohydrate biosynthetic process;sulfotransferase activity;integral component of membrane;membrane,0.000300503,0.000847848,0,0,0.000500876,0.001915709,0.000275482,0.000459137,0.133385367,0.12690255,0.4140624,0.057475148,0.079145957,0.000456121,0.00063857,NA,-0.916684,NA,0,-0.248047,0.555297225,0.001928375
ENSAMXG00000008542,jph1b,junctophilin 1b [Source:ZFIN;Acc:ZDB-GENE-060616-389],integral component of membrane;membrane,0.000455385,0.00097098,0,0.000255213,0.000414361,0.002365498,0.002676768,0.002291882,0.612045657,0.702528729,0.5245325,0.372154256,0.337817194,0.003008414,0.0027261,NA,-1.19694,-1.59076,-0.550207,-0.932154,0.459101014,0.001779514
ENSAMXG00000011536,si:ch1073-219n12.1,si:ch1073-219n12.1 [Source:ZFIN;Acc:ZDB-GENE-091204-412],protein binding;cellular response to xenobiotic stimulus,0.00019503,0.001936076,0.000126864,0.000100832,0.001570304,0.001853586,0.001053252,0.001124874,0.125436434,0.124649431,0.284142111,0.132907897,0.137497019,0.001314865,0.001404844,NA,NA,NA,NA,NA,0.253103787,0.002260982
ENSAMXG00000001040,tpk1,thiamin pyrophosphokinase 1 [Source:ZFIN;Acc:ZDB-GENE-041010-176],thiamine binding;thiamine diphosphate biosynthetic process;thiamine metabolic process;thiamine diphosphokinase activity;ATP binding,0.001154637,0.002060626,0,0,0.002793751,0.001962764,0.004374159,0.004430238,0.357827475,0.4676888,0.259048415,0.300844435,0.284076297,0.003607746,0.003525497,NA,-1.19045,NA,-1.57027,0.170686,0.245004017,0.002131
ENSAMXG00000004403,kif1aa,kinesin family member 1Aa [Source:ZFIN;Acc:ZDB-GENE-100913-3],protein binding;microtubule;kinesin complex;microtubule-based movement;microtubule motor activity;microtubule binding;nucleotide binding;ATP binding;metabolic process,0.000523711,0.001039134,0,0,0.000745204,0.001536355,0.001376635,0.001655786,0.343430527,0.312698573,0.437193041,0.285225366,0.261370428,0.001645288,0.001872821,NA,NA,NA,NA,NA,0.357072967,0.001517427
ENSAMXG00000004630,rab6ba,"RAB6B, member RAS oncogene family a [Source:ZFIN;Acc:ZDB-GENE-050809-136]",nucleocytoplasmic transport;intracellular protein transport;protein transport;GTPase activity;small GTPase mediated signal transduction;intracellular;nucleotide binding;GTP binding;signal transduction;membrane,0,0.001319758,0,0,0,0.001246439,0,0,NA,NA,0.3210225,0.144400013,0.144400013,0.000890313,0.000890313,NA,NA,NA,NA,NA,1,0.001602564
ENSAMXG00000008141,kif26ab,kinesin family member 26Ab [Source:ZFIN;Acc:ZDB-GENE-100716-6],microtubule;kinesin complex;microtubule-based movement;microtubule motor activity;microtubule binding;nucleotide binding;ATP binding;metabolic process,0.000282408,0.001987428,0.0000183,0.000133869,0.000952831,0.002591289,0.001192135,0.001235807,0.219428544,0.21757385,0.475074638,0.274409039,0.260193484,0.002179138,0.002169459,NA,NA,NA,NA,NA,0.298992233,0.001830481
ENSAMXG00000005796,slbp2,stem-loop binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-070112-1722],mRNA binding;RNA binding,0,0.001830515,0,0,0.000580721,0.003913708,0.00174216,0.00174216,0.4892593,0.4892593,0.534375,0.434823188,0.434823188,0.003913708,0.003913708,NA,-0.251673,NA,NA,-0.666691,0.3578174,0.00203252
ENSAMXG00000005811,zmat2,"zinc finger, matrin-type 2 [Source:ZFIN;Acc:ZDB-GENE-030131-3197]",nucleic acid binding;metal ion binding;zinc ion binding,0.000507412,0.001198463,0,0,0,0.001155219,0.001890359,0.000283554,0.0689655,1,0.5375,0.51951598,0.22017798,0.003045579,0.001438773,NA,0.220408,NA,0,NA,NA,0
ENSAMXG00000005951,SLC6A7,"solute carrier family 6 (neurotransmitter transporter), member 7 [Source:HGNC Symbol;Acc:HGNC:11054]",symporter activity;neurotransmitter transport;neurotransmitter:sodium symporter activity;transmembrane transport;transport;integral component of membrane;membrane,0.0000506,0.001341241,0,0,0.000637392,0.001454224,0.001224869,0.001199527,0.46992252,0.48310732,0.416057667,0.318342664,0.314292887,0.001622829,0.001597538,NA,0.476869,NA,0,-0.177853,0.46963842,0.001224869
ENSAMXG00000001489,scn8ab,"sodium channel, voltage gated, type VIII, alpha subunit b [Source:ZFIN;Acc:ZDB-GENE-060906-2]",protein binding;sensory perception of pain;voltage-gated sodium channel activity;voltage-gated sodium channel complex;sodium ion transmembrane transport;sodium channel activity;sodium ion transport;regulation of ion transmembrane transport;voltage-gated ion channel activity;ion transmembrane transport;ion channel activity;transmembrane transport;ion transport;transport;integral component of membrane;membrane,0.000321558,0.000790298,0,0.000173767,0.000506262,0.001297651,0.000735378,0.000855323,0.363463833,0.40358676,0.58960775,0.430867289,0.432963627,0.001365725,0.001536854,NA,NA,NA,NA,NA,0.57615008,0.001499315
ENSAMXG00000002278,hdhd3,haloacid dehalogenase-like hydrolase domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-040724-118],hydrolase activity;metabolic process,0.000138313,0.000804563,0,0.000138313,0.001492037,0.000537882,0.001571891,0.001467869,0.17606948,0.19527788,0.291667,0.09856597,0.306878,0.000560934,0.000599355,NA,NA,NA,NA,NA,0.18509648,0.001502543
ENSAMXG00000002283,trub2,TruB pseudouridine (psi) synthase family member 2 [Source:ZFIN;Acc:ZDB-GENE-040704-41],pseudouridine synthase activity;RNA modification;pseudouridine synthesis;RNA processing;RNA binding;sensory perception of sound;otolith development;posterior lateral line neuromast development;bone mineralization;bone morphogenesis;inner ear receptor cell development;tooth mineralization,0.000107527,0.001342329,0,0.000322581,0.000179212,0.001732378,0.000250896,0.000143369,0.0465116,0.0465116,0.334252325,0.19001182,0.209796996,0.001409797,0.001427718,NA,NA,NA,NA,NA,0.6789087,0.002240143
ENSAMXG00000002534,rad18,RAD18 E3 ubiquitin protein ligase [Source:ZFIN;Acc:ZDB-GENE-040426-745],protein binding;DNA repair;metal ion binding;DNA binding;zinc ion binding;regulation of cell cycle;hemopoiesis;mitotic cell cycle;mitotic cytokinesis;chromosome organization;negative regulation of mitotic nuclear division,0.000342015,0.001553966,0,0.000166623,0.001399155,0.000921538,0.001523722,0.002209945,0.324498175,0.246635771,0.115859817,0.231540977,0.291172371,0.001701188,0.00240258,NA,NA,NA,NA,NA,0.118224414,0.000855038
ENSAMXG00000006873,itpr1b,"inositol 1,4,5-trisphosphate receptor, type 1b [Source:ZFIN;Acc:ZDB-GENE-070604-2]","inositol phosphate-mediated signaling;calcium channel activity;inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity;ion channel activity;calcium ion transmembrane transport;calcium ion transport;endoplasmic reticulum;transmembrane transport;ion transport;transport;integral component of membrane;membrane",0.000851136,0.00132139,0,0.000123392,0.000716028,0.001377418,0.001287448,0.001237408,0.224049652,0.360372738,0.326914143,0.189694291,0.19620416,0.001250651,0.00167319,NA,NA,NA,NA,NA,0.451382348,0.001823985
ENSAMXG00000020613,mtrr,5-methyltetrahydrofolate-homocysteine methyltransferase reductase [Source:ZFIN;Acc:ZDB-GENE-101115-3],FMN binding;iron ion binding;oxidation-reduction process;oxidoreductase activity,0.000522008,0.001766006,0.000106992,0.00025847,0.001360514,0.002526729,0.002116045,0.001496565,0.234391509,0.353210345,0.358686083,0.220362746,0.101486009,0.00238229,0.001496932,NA,NA,NA,NA,NA,0.419245275,0.002576055
ENSAMXG00000020625,cct5,"chaperonin containing TCP1, subunit 5 (epsilon) [Source:ZFIN;Acc:ZDB-GENE-030131-977]",cytoplasm;nucleotide binding;unfolded protein binding;protein folding;ATP binding,0.000185414,0.001298303,0,0,0.000543132,0.001304766,0.000309023,0.00039143,0.112167667,0.1562212,0.293712283,0.131390048,0.122008954,0.000841231,0.00089531,NA,NA,NA,NA,NA,0.48850962,0.001545117
