Stable_Gene_ID,Gene_Name,Gene_Description,GO_Terms,Pi_Tinaja,Pi_RioChoy,Pi_Molino,Pi_Pachon,Pi_Rascon,Dxy_RioChoy:Molino,Dxy_Rascon:Pachon,Dxy_Rascon:Tinaja,Fst_Rascon:Tinaja,Fst_Pachon:Rascon,Fst_RioChoy:Molino,Fst_RioChoy:Pachon,Fst_RioChoy:Tinaja,Dxy_RioChoy:Pachon,Dxy_RioChoy:Tinaja,TajimasD_Molino,TajimasD_RioChoy,TajimasD_Pachon,TajimasD_Tinaja,TajimasD_Rascon,Fst_Rascon:Molino,Dxy_Rascon:Molino,Dxy_Pachon:Molino,Fst_Pachon:Molino,Dxy_Tinaja:Molino,Fst_Tinaja:Molino,Dxy_Tinaja:Pachon,Fst_Tinaja:Pachon,Fst_Outliers
ENSAMXG00000005862,bbs5,Bardet-Biedl syndrome 5 [Source:ZFIN;Acc:ZDB-GENE-040426-1083],BBSome;intracellular;heart looping;intracellular transport;melanosome transport;gastrulation;Kupffer's vesicle development;pigment granule aggregation in cell center;pronephros formation;compound eye development,0,0,0,0.000187042,0.000403841,0,0.000345508,0.000246792,0.273128,0.1463201,NA,0.048057,NA,0.0000987,0,NA,NA,NA,NA,NA,0.256798,0.000246792,0.0000987,0.048057,0,NA,0.0000987,0.0555556,Diversity_too_low_RioChoy
ENSAMXG00000006166,ybey,ybeY metallopeptidase [Source:ZFIN;Acc:ZDB-GENE-030131-437],rRNA processing;metalloendopeptidase activity;proteolysis,0,0.000859307,0,0.000199203,0,0.000442674,0.0000996,0,NA,NA,0,0.008242527,0.008242527,0.000542275,0.000442674,NA,NA,NA,NA,NA,NA,0,0.0000996,NA,0,NA,0.0000996,0,Diversity_too_low_RASCON
ENSAMXG00000005805,mettl5,methyltransferase like 5 [Source:ZFIN;Acc:ZDB-GENE-041010-21],rRNA methylation;methylation;methyltransferase activity;nucleic acid binding,0,0.000517598,0,0,0.000265817,0.000258799,0.000132908,0.000132908,0.0465116,0.0465116,NA,0.00619094,0.00619094,0.000258799,0.000258799,NA,NA,NA,NA,NA,0.0367261,0.000132908,0,NA,0,NA,0,NA,NA
ENSAMXG00000005823,phgdh,phosphoglycerate dehydrogenase [Source:ZFIN;Acc:ZDB-GENE-030131-647],"L-serine biosynthetic process;phosphoglycerate dehydrogenase activity;NAD binding;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;metabolic process;oxidation-reduction process",0.0000633,0.000878047,0,0,0.000321958,0.000496974,0.000160979,0.000193175,0.0465116,0.0465116,0.055473555,0.066331033,0.066331033,0.000496974,0.00052864,NA,NA,NA,NA,NA,0.0367261,0.000160979,0,NA,0.0000317,NA,0.0000317,0,NA
ENSAMXG00000018349,agr1,anterior gradient 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7249],integral component of membrane;membrane;fin regeneration,0,0.000370833,0,0,0,0.000197006,0,0,NA,NA,0.0625,0.0709761,0.0709761,0.000197006,0.000197006,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000018323,si:dkey-34f9.3,si:dkey-34f9.3 [Source:ZFIN;Acc:ZDB-GENE-081104-410],protein dimerization activity,0,0.00264652,0,0,0.00080704,0.001595484,0.000429553,0.000429553,0.1047038,0.09287505,0.235462,0.2076494,0.20225415,0.001878625,0.001878625,NA,NA,NA,NA,NA,0.09287505,0.000429553,0,NA,0,NA,0,NA,NA
ENSAMXG00000025788,NA,NA,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity;calcium ion binding;metabolic process;integral component of membrane;membrane",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy;Diversity_too_low_RASCON
ENSAMXG00000003560,ctdsp1,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1 [Source:ZFIN;Acc:ZDB-GENE-050522-523]",phosphatase activity;dephosphorylation,0,0.002320119,0,0,0.000655909,0.001683502,0.00036075,0.00036075,0.162896,0.162896,0.267361,0.115517784,0.115517784,0.001683502,0.001683502,NA,NA,NA,NA,NA,0.149024,0.00036075,0,NA,0,NA,0,NA,NA
ENSAMXG00000003568,NA,NA,protein binding,0,0.001038913,0.000591787,0,0.000670692,0.000782473,0.000335345,0.000335345,0.04161885,0.0465116,NA,0.049248293,0.049248293,0.000558909,0.000558909,NA,NA,NA,NA,NA,0.0355216,0.000670691,0.000335345,0.0964051,0.000335345,0.0964051,0,NA,NA
ENSAMXG00000018507,zgc:55512 (2 of 2),zgc:55512 [Source:ZFIN;Acc:ZDB-GENE-030131-4195],ligase activity;nucleotide binding;ATP binding;metabolic process,0,0.001171263,0,0.000221239,0,0.000614553,0.000110619,0,NA,NA,0.0625,0.03858352,0.049381047,0.00070059,0.000614553,NA,NA,NA,NA,NA,NA,0,0.000110619,NA,0,NA,0.000110619,0,Diversity_too_low_RASCON
ENSAMXG00000018697,ormdl1,ORMDL sphingolipid biosynthesis regulator 1 [Source:ZFIN;Acc:ZDB-GENE-030616-529],negative regulation of sphingolipid biosynthetic process;ceramide metabolic process;endoplasmic reticulum membrane;integral component of membrane;membrane,0,0.000939808,0,0,0.001089327,0.000484144,0.000544662,0.000544662,0.0465116,0.0465116,0.0625,0.027785993,0.027785993,0.000484144,0.000484144,NA,NA,NA,NA,NA,0.0367261,0.000544662,0,NA,0,NA,0,NA,NA
ENSAMXG00000018743,mstnb,myostatin b [Source:ZFIN;Acc:ZDB-GENE-990415-165],growth;growth factor activity;extracellular region;muscle organ development;transforming growth factor beta receptor signaling pathway;skeletal muscle tissue development;negative regulation of growth;negative regulation of striated muscle tissue development;negative regulation of growth rate,0.0000893,0.000943628,0,0.0000893,0.00067127,0.000706845,0.000421941,0.000399337,0.070808733,0.1220504,0.1811341,0.161093267,0.1961436,0.000706845,0.000751488,NA,NA,NA,NA,NA,0.1100834,0.000376733,0.0000446,NA,0.0000446,NA,0.0000893,0,NA
ENSAMXG00000003295,prmt2 (1 of 2),protein arginine methyltransferase 2 [Source:ZFIN;Acc:ZDB-GENE-041104-1],protein binding;protein methylation;methyltransferase activity,0,0.002000629,0,0,0,0.001165175,0,0,NA,NA,0.074488777,0.06262231,0.06674906,0.001165175,0.001165175,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000017826,gmppaa (1 of 2),GDP-mannose pyrophosphorylase Aa [Source:ZFIN;Acc:ZDB-GENE-040704-37],NA,0,0.003867794,0,0,0.000555557,0.002285513,0.000277778,0.000277778,0.0465116,0.0465116,0.123958325,0.13561905,0.13561905,0.002285513,0.002285513,NA,NA,NA,NA,NA,0.0367261,0.000277778,0,NA,0,NA,0,NA,NA
ENSAMXG00000005153,si:dkey-117n7.4,si:dkey-117n7.4 [Source:ZFIN;Acc:ZDB-GENE-060503-237],NA,0.00013369,0,0,0,0.00040512,0,0.001114082,0.001069519,0.776543,0.853529,NA,NA,NA,0,0.0000668,NA,NA,NA,NA,NA,0.843871,0.001114082,0,NA,0.0000668,NA,0.0000668,NA,Diversity_too_low_RioChoy; Molino-Rascon
ENSAMXG00000005184,NA,NA,protein binding,0,0.002482307,0.000484144,0.0002426,0.000380518,0.001788644,0.000317824,0.000190259,0.0465116,0.0465116,0.18393715,0.111260335,0.14754901,0.001698205,0.001679375,NA,NA,NA,NA,NA,0.0367261,0.000443937,0.000350423,0.00619094,0.000242072,0.00619094,0.0001213,0.00619094,NA
ENSAMXG00000005377,si:ch211-267e7.3,si:ch211-267e7.3 [Source:ZFIN;Acc:ZDB-GENE-070912-265],peptidase activity;proteolysis,0,0.0008607,0,0,0,0.000457247,0,0,NA,NA,0,0.0123457,0.0123457,0.000457247,0.000457247,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000005393,dusp12,dual specificity phosphatase 12 [Source:ZFIN;Acc:ZDB-GENE-050626-91],protein tyrosine/serine/threonine phosphatase activity;peptidyl-tyrosine dephosphorylation;phosphatase activity;protein tyrosine phosphatase activity;dephosphorylation;protein dephosphorylation;hydrolase activity,0.000112108,0.001575367,0,0,0.001460798,0.001806178,0.000747384,0.000803438,0.063137943,0.061740014,0.27985515,0.119436494,0.119436494,0.001806178,0.001862232,NA,NA,NA,NA,NA,0.052768657,0.000747384,0,NA,0.0000561,NA,0.0000561,0,NA
ENSAMXG00000005682,csnk1g2a,"casein kinase 1, gamma 2a [Source:ZFIN;Acc:ZDB-GENE-030131-6445]",protein tyrosine kinase activity;protein serine/threonine kinase activity;nucleotide binding;protein phosphorylation;protein kinase activity;ATP binding,0.000156315,0.001152827,0.000156315,0,0.000870382,0.000830427,0.001133787,0.001217771,0.246690683,0.28984476,0.15181725,0.090005066,0.086566933,0.000747384,0.000830427,NA,NA,NA,NA,NA,0.238143767,0.001217771,0.000083,0.0709761,0.000166085,0.06673805,0.000083,0.0709761,NA
ENSAMXG00000006078,thap4,THAP domain containing 4 [Source:ZFIN;Acc:ZDB-GENE-070912-5],NA,0,0.000731292,0,0,0.000340137,0.000382653,0.000170068,0.000170068,0.0465116,0.0465116,0.044926865,0.05330965,0.05330965,0.000382653,0.000382653,NA,NA,NA,NA,NA,0.0367261,0.000170068,0,NA,0,NA,0,NA,NA
ENSAMXG00000006099,NA,NA,protein phosphorylation;protein kinase activity;ATP binding,0,0.001332088,0,0,0.000894661,0.000740741,0.00047619,0.00047619,0.1047038,0.1047038,0.174893,0.070578627,0.054481705,0.000740741,0.000740741,NA,NA,NA,NA,NA,0.09287505,0.00047619,0,NA,0,NA,0,NA,NA
ENSAMXG00000006193,lrrc42,leucine rich repeat containing 42 [Source:ZFIN;Acc:ZDB-GENE-030131-4992],protein binding,0,0.001122443,0,0,0.001456637,0.000776043,0.000890167,0.000890167,0.172112533,0.172112533,0.215277667,0.11670232,0.11670232,0.000776043,0.000776043,NA,NA,NA,NA,NA,0.151202867,0.000890167,0,NA,0,NA,0,NA,NA
ENSAMXG00000000056,serpinh1b,"serpin peptidase inhibitor, clade H (heat shock protein 47), member 1b [Source:ZFIN;Acc:ZDB-GENE-990415-93]",extracellular space,0,0.000343124,0,0,0.001052012,0.000188164,0.000564493,0.000564493,0.076560333,0.073236667,0.0688688,0.05129802,0.05129802,0.000188164,0.000188164,NA,NA,NA,NA,NA,0.061452083,0.000564493,0,NA,0,NA,0,NA,NA
ENSAMXG00000013268,rps4x,"ribosomal protein S4, X-linked [Source:ZFIN;Acc:ZDB-GENE-040927-19]",rRNA binding;ribonucleoprotein complex;translation;ribosome;structural constituent of ribosome;RNA binding;intracellular;chordate embryonic development;brain development,0,0.000140825,0,0,0.000211238,0.0000704,0.000105619,0.000105619,0.0465116,0.0465116,NA,0.00619094,0.00619094,0.0000704,0.0000704,NA,NA,NA,NA,NA,0.0367261,0.000105619,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy;Diversity_too_low_RASCON
ENSAMXG00000013341,NA,NA,cysteine-type peptidase activity;ubiquitinyl hydrolase activity;protein deubiquitination;ubiquitin-dependent protein catabolic process;hydrolase activity;peptidase activity;proteolysis,0,0.000264257,0,0,0,0.000149745,0,0,NA,NA,0.125,0.135363,0.125,0.000149745,0.000149745,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy;Diversity_too_low_RASCON
ENSAMXG00000018969,pcdh7b,protocadherin 7b [Source:ZFIN;Acc:ZDB-GENE-081104-299],homophilic cell adhesion via plasma membrane adhesion molecules;cell adhesion;calcium ion binding;plasma membrane;integral component of membrane;membrane,0.0000299,0.000988591,0,0.0000896,0.000846921,0.000912651,0.001121007,0.001090295,0.395551311,0.395044756,0.285661325,0.122163051,0.105607826,0.000649642,0.000622262,NA,NA,NA,NA,NA,0.379068178,0.001074939,0.000343489,1,0.00031362,1,0.0000597,0,NA
ENSAMXG00000026480,cited1,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5596]","nucleus;regulation of transcription, DNA-templated",0,0.002114039,0,0,0.000696621,0.001181354,0.000383142,0.000383142,0.162896,0.162896,0.067708333,0.058874835,0.061838335,0.001181354,0.001181354,NA,NA,NA,NA,NA,0.149024,0.000383142,0,NA,0,NA,0,NA,NA
ENSAMXG00000003705,si:ch211-200p22.4,si:ch211-200p22.4 [Source:ZFIN;Acc:ZDB-GENE-081104-61],clathrin coat assembly;clathrin binding;clathrin-coated vesicle;1-phosphatidylinositol binding;phospholipid binding,0.0000566,0.001152035,0.000350495,0.000113186,0.000589519,0.000791946,0.000493612,0.000464576,0.2532722,0.2532722,0.099678333,0.09237499,0.095175615,0.000726726,0.000707829,NA,NA,NA,NA,NA,0.207449275,0.000583917,0.000248538,0.0767358,0.000232294,0.1406832,0.0000849,0,NA
ENSAMXG00000003301,snrpe,small nuclear ribonucleoprotein polypeptide E [Source:ZFIN;Acc:ZDB-GENE-040426-1112],"spliceosomal complex;mRNA splicing, via spliceosome",0,0,0,0,0.00219587,0,0.001207729,0.001207729,0.162896,0.162896,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.149024,0.001207729,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy
ENSAMXG00000003523,cldn19,claudin 19 [Source:ZFIN;Acc:ZDB-GENE-050417-242],bicellular tight junction;cell junction;structural molecule activity;plasma membrane;integral component of membrane;membrane,0,0,0,0,0.000512034,0,0.000256016,0.000256016,0.0465116,0.0465116,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.0367261,0.000256016,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy
ENSAMXG00000003825,park7,parkinson protein 7 [Source:ZFIN;Acc:ZDB-GENE-041010-5],response to oxidative stress,0,0,0,0,0.000838745,0,0.000446429,0.000446429,0.1047038,0.1047038,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.09287505,0.000446429,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy
ENSAMXG00000004546,bcdin3d,BCDIN3 domain containing [Source:ZFIN;Acc:ZDB-GENE-050208-327],methylation;methyltransferase activity,0,0.00029477,0,0,0.001040368,0.000147385,0.000520183,0.000520183,0.0465116,0.03849656,0.00784133,0.01051327,0.01051327,0.000147385,0.000147385,NA,NA,NA,NA,NA,0.02815114,0.000520183,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy
ENSAMXG00000025806,cox14,COX14 cytochrome c oxidase assembly factor [Source:ZFIN;Acc:ZDB-GENE-060503-626],integral component of membrane;membrane,0,0,0,0,0.000910749,0,0.000455373,0.000455373,0.0465116,0.0465116,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.0367261,0.000455373,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy
ENSAMXG00000003583,CDC42 (1 of 2),cell division cycle 42 [Source:HGNC Symbol;Acc:HGNC:1736],protein transport;small GTPase mediated signal transduction;intracellular;nucleotide binding;GTP binding;signal transduction;membrane,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy;Diversity_too_low_RASCON
ENSAMXG00000004444,LSM3,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17874]",NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy;Diversity_too_low_RASCON
ENSAMXG00000003571,C1orf50,chromosome 1 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:28795],NA,0,0.002951719,0,0,0,0.002787734,0,0,NA,NA,0.447685,0.279959976,0.279959976,0.002787734,0.002787734,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000004322,NA,NA,NA,0,0.003631085,0,0,0,0.002374169,0,0,NA,NA,0.209122,0.239732,0.225,0.002374169,0.002374169,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000003381,slc41a1,"solute carrier family 41 (magnesium transporter), member 1 [Source:ZFIN;Acc:ZDB-GENE-030131-4700]",cation transmembrane transporter activity;cation transport;cation transmembrane transport;integral component of membrane;membrane;chordate embryonic development;pronephros development,0,0.001029491,0,0.0000612,0.000509996,0.000590745,0.000387597,0.000356997,0.3199415,0.311361,0.061764237,0.046393833,0.06475355,0.000600945,0.000590745,NA,NA,NA,NA,NA,0.2952155,0.000356997,0.0000306,NA,0,NA,0.0000306,0,NA
ENSAMXG00000003621,DNAJC11 (1 of 3),"DnaJ (Hsp40) homolog, subfamily C, member 11 [Source:HGNC Symbol;Acc:HGNC:25570]",NA,0.000105597,0.000455514,0,0,0.001359957,0.000234659,0.000791975,0.000844773,0.12930336,0.12930336,0.0625,0.027785993,0.027785993,0.000234659,0.000287457,NA,NA,NA,NA,NA,0.11217526,0.000791975,0,NA,0.0000528,NA,0.0000528,0,NA
ENSAMXG00000003899,mrto4,"MRT4 homolog, ribosome maturation factor [Source:ZFIN;Acc:ZDB-GENE-050417-142]",ribonucleoprotein complex;ribosome biogenesis;ribosome;intracellular,0,0.000982228,0,0,0.000468166,0.000546192,0.000234082,0.000234082,0.04161885,0.0465116,0.15625,0.047201205,0.060871293,0.000546192,0.000546192,NA,NA,NA,NA,NA,0.0367261,0.000234082,0,NA,0,NA,0,NA,NA
ENSAMXG00000004010,arf4a,ADP-ribosylation factor 4a [Source:ZFIN;Acc:ZDB-GENE-040801-109],G-protein beta/gamma-subunit complex binding;guanyl nucleotide binding;intracellular protein transport;GTPase activity;small GTPase mediated signal transduction;intracellular;nucleotide binding;GTP binding;G-protein coupled receptor signaling pathway;signal transducer activity,0,0.00154307,0,0,0.000318675,0.000836995,0.000159337,0.000162443,0.0465116,0.0465116,0.0881917,0.04978207,0.049248293,0.000836995,0.000541477,NA,NA,NA,NA,NA,0.0367261,0.000159337,0,NA,0,NA,0,NA,NA
ENSAMXG00000003695,EMP3 (1 of 2),epithelial membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:3335],integral component of membrane;membrane,0,0.003267973,0,0,0.001867995,0.002440725,0.001902588,0.001933488,0.265154067,0.265154067,0.23433075,0.201739628,0.198576028,0.002440725,0.00248227,NA,NA,NA,NA,NA,0.253302067,0.001902588,0,NA,0,NA,0,NA,NA
ENSAMXG00000003077,ghrh,growth hormone releasing hormone [Source:ZFIN;Acc:ZDB-GENE-070426-1],hormone activity;extracellular region;signal transduction;growth hormone-releasing hormone activity,0,0.000800493,0,0.000246305,0.003321392,0.000461823,0.001970443,0.001847291,0.10584504,0.10959388,0.155606,0.044209,0.167542,0.000538793,0.000461823,NA,NA,NA,NA,NA,0.094916,0.001847291,0.000123153,NA,0,NA,0.000123153,0,NA
ENSAMXG00000007437,myog,myogenin [Source:ZFIN;Acc:ZDB-GENE-980526-265],"muscle organ development;protein dimerization activity;nucleus;DNA binding;regulation of transcription, DNA-templated;skeletal muscle tissue development;response to activity",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy;Diversity_too_low_RASCON
ENSAMXG00000007010,cda,cytidine deaminase [Source:ZFIN;Acc:ZDB-GENE-040426-1911],cytidine deamination;cytidine deaminase activity;hydrolase activity;catalytic activity;zinc ion binding,0,0.000425102,0,0,0,0.000225836,0,0,NA,NA,0,0.0123457,0.0123457,0.000225836,0.000225836,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000007036,ddx19,"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 19 (DBP5 homolog, yeast) [Source:ZFIN;Acc:ZDB-GENE-020419-30]",nucleic acid binding;ATP binding,0,0.001503573,0,0,0,0.000782473,0,0,NA,NA,0.0625,0.03858352,0.03858352,0.000782473,0.000782473,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000007071,mapk14a,mitogen-activated protein kinase 14a [Source:ZFIN;Acc:ZDB-GENE-010202-2],"MAP kinase activity;MAPK cascade;phosphotransferase activity, alcohol group as acceptor;protein tyrosine kinase activity;phosphorylation;kinase activity;protein serine/threonine kinase activity;intracellular;nucleotide binding;protein phosphorylation;protein kinase activity;transferase activity;ATP binding;membrane",0.000184672,0.000585399,0,0,0.00088005,0.000461681,0.000484027,0.000556631,0.06473445,0.1031657,0.421875,0.22162997,0.16672747,0.000461681,0.000512978,NA,NA,NA,NA,NA,0.091744075,0.000484027,0,NA,0.0000923,NA,0.0000923,0,NA
ENSAMXG00000007287,FAM72B,"family with sequence similarity 72, member B [Source:HGNC Symbol;Acc:HGNC:24805]",intracellular;regulation of lipid biosynthetic process;intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,0,0.000483025,0,0,0.000699838,0.000256608,0.000384911,0.000384911,0.162896,0.162896,0.0625,0.0709761,0.0709761,0.000256608,0.000256608,NA,NA,NA,NA,NA,0.149024,0.000384911,0,NA,0,NA,0,NA,NA
ENSAMXG00000007355,tmem183a,transmembrane protein 183A [Source:ZFIN;Acc:ZDB-GENE-050327-5],protein binding;integral component of membrane;membrane;peripheral nervous system development;anterior/posterior pattern specification;central nervous system development;axonogenesis,0.0000927,0.001461351,0,0,0.001797401,0.001403048,0.001081248,0.001088971,0.106690388,0.1253952,0.246707932,0.21555869,0.25448584,0.001403048,0.001444238,NA,NA,NA,NA,NA,0.112215113,0.001081248,0,NA,0.0000463,NA,0.0000463,0,NA
ENSAMXG00000006809,gpx1a,glutathione peroxidase 1a [Source:ZFIN;Acc:ZDB-GENE-030410-1],glutathione peroxidase activity;response to oxidative stress;peroxidase activity;oxidation-reduction process;oxidoreductase activity,0,0.000782472,0,0.000234742,0,0.000391236,0.000117371,0,NA,NA,NA,0.00619094,0.00619094,0.000508607,0.000391236,NA,NA,NA,NA,NA,NA,0,0.000117371,NA,0,NA,0.000117371,NA,Diversity_too_low_RASCON
ENSAMXG00000006813,brk1,"BRICK1, SCAR/WAVE actin-nucleating complex subunit [Source:ZFIN;Acc:ZDB-GENE-040625-77]",NA,0,0.000493827,0,0,0,0.000246914,0,0,NA,NA,NA,0.00619094,0.00619094,0.000246914,0.000246914,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000007032,ARL8B,ADP-ribosylation factor-like 8B [Source:HGNC Symbol;Acc:HGNC:25564],G-protein beta/gamma-subunit complex binding;guanyl nucleotide binding;intracellular protein transport;protein transport;GTPase activity;small GTPase mediated signal transduction;intracellular;nucleotide binding;GTP binding;G-protein coupled receptor signaling pathway;signal transducer activity,0.000181818,0.001509211,0,0,0,0.000909091,0,0.0000909,NA,NA,0.1875,0.134836313,0.097585313,0.000909091,0.000969697,NA,NA,NA,NA,NA,NA,0,0,NA,0.0000909,NA,0.0000909,0,Diversity_too_low_RASCON
ENSAMXG00000006639,NA,NA,axonemal dynein complex;cilium movement;microtubule-based movement;microtubule motor activity;ATPase activity;metabolic process,0,0.000312989,0,0,0.003541331,0.000156495,0.002712032,0.002712032,0.3066432,0.3066432,NA,0.00619094,0.00619094,0.000156495,0.000156495,NA,NA,NA,NA,NA,0.289847367,0.002712032,0,NA,0,NA,0,NA,NA
ENSAMXG00000000665,NA,NA,metabolic process;oxidation-reduction process;oxidoreductase activity;integral component of membrane;membrane,0,0.000371609,0,0,0,0.000185805,0,0,NA,NA,NA,0.00619094,0.00619094,0.000185805,0.000185805,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000000545,zgc:55558,zgc:55558 [Source:ZFIN;Acc:ZDB-GENE-040426-740],ferrous iron transport;ferrous iron transmembrane transporter activity;protein transport;small GTPase mediated signal transduction;intracellular;nucleotide binding;GTP binding;signal transduction;integral component of membrane;membrane,0,0.001147891,0,0,0.000298686,0.000995619,0.000149343,0.000149343,0.0465116,0.0465116,0.444444,0.23437697,0.23437697,0.000995619,0.000995619,NA,NA,NA,NA,NA,0.0367261,0.000149343,0,NA,0,NA,0,NA,NA
ENSAMXG00000012055,RAB31,"RAB31, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9771]",protein transport;small GTPase mediated signal transduction;intracellular;GTP binding;signal transduction;membrane,0,0.001010831,0,0,0.000532566,0.000585823,0.000292912,0.000292912,0.0909091,0.0909091,0.09375,0.10584985,0.10584985,0.000585823,0.000585823,NA,NA,NA,NA,NA,0.0721649,0.000292912,0,NA,0,NA,0,NA,NA
ENSAMXG00000008529,ube2w,ubiquitin-conjugating enzyme E2W (putative) [Source:ZFIN;Acc:ZDB-GENE-050506-94],NA,0,0,0,0,0.000406505,0,0.000203252,0.000203252,0.0465116,0.0465116,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.0367261,0.000203252,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy
ENSAMXG00000008499,rpl7,ribosomal protein L7 [Source:ZFIN;Acc:ZDB-GENE-030131-8654],ribonucleoprotein complex;ribosome;regulation of cell cycle,0,0.000961619,0,0.00013369,0,0.000506642,0.0000734,0,NA,NA,0.015625,0.02397467,0.015563195,0.000573487,0.000506642,NA,NA,NA,NA,NA,NA,0,0.0000668,NA,0,NA,0.0000668,0,Diversity_too_low_RASCON
ENSAMXG00000008911,usp45,ubiquitin specific peptidase 45 [Source:ZFIN;Acc:ZDB-GENE-100211-2],ubiquitinyl hydrolase activity;ubiquitin-dependent protein catabolic process;zinc ion binding,0,0.000983466,0,0,0,0.000522466,0,0,NA,NA,0.0833333,0.02874448,0.02874448,0.000522466,0.000522466,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000008331,eng2b,engrailed homeobox 2b [Source:ZFIN;Acc:ZDB-GENE-980526-40],"multicellular organismal development;sequence-specific DNA binding;nucleus;DNA binding;regulation of transcription, DNA-templated;anterior/posterior pattern specification;cell fate specification;midbrain-hindbrain boundary development;midbrain development",0,0.000150353,0,0,0.001271169,0.0000752,0.00315742,0.00315742,0.811406,0.807484333,NA,NA,0.00619094,0.0000752,0.0000752,NA,NA,NA,NA,NA,0.802275333,0.00315742,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy; Molino-Rascon
ENSAMXG00000008429,NA,NA,protein binding,0.000239808,0,0,0,0.000726691,0,0.001998401,0.001918465,0.776543,0.862043,NA,NA,NA,0,0.000119904,NA,NA,NA,NA,NA,0.853529,0.001998401,0,NA,0.000119904,NA,0.000119904,0,Diversity_too_low_RioChoy; Molino-Rascon
ENSAMXG00000001459,camk2n1a,calcium/calmodulin-dependent protein kinase II inhibitor 1a [Source:ZFIN;Acc:ZDB-GENE-050522-319],negative regulation of cyclin-dependent protein kinase activity;protein kinase inhibitor activity;endoderm development;embryonic heart tube development;protein binding;endoderm formation;protein kinase binding;negative regulation of protein kinase activity;embryonic pattern specification;negative regulation of protein phosphorylation;heart morphogenesis,0,0.001004728,0,0,0,0.000502364,0,0,NA,NA,0.00784133,0.01051327,0.01051327,0.000502364,0.000502364,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
