,Stable_Gene_ID,Gene_Name,Gene_Description,GO_Terms,Pi_Tinaja,Pi_RioChoy,Pi_Molino,Pi_Pachon,Pi_Rascon,Dxy_RioChoy:Molino,Dxy_Rascon:Pachon,Dxy_Rascon:Tinaja,Fst_Rascon:Tinaja,Fst_Pachon:Rascon,Fst_RioChoy:Molino,Fst_RioChoy:Pachon,Fst_RioChoy:Tinaja,Dxy_RioChoy:Pachon,Dxy_RioChoy:Tinaja,TajimasD_Molino,TajimasD_RioChoy,TajimasD_Pachon,TajimasD_Tinaja,TajimasD_Rascon
681,ENSAMXG00000010862,sparc,"secreted protein, acidic, cysteine-rich (osteonectin) [Source:ZFIN;Acc:ZDB-GENE-030131-9]",protein binding;calcium ion binding;proteinaceous extracellular matrix;extracellular space;signal transduction;cartilage development;otic vesicle formation;pharyngeal system development;semicircular canal morphogenesis;otolith morphogenesis;thrombocyte differentiation,0.000102041,0.001007068,0,0,0.000686528,0.001303855,0.000439059,0,0.2034138,0.2120968,0.867525,0.006960285,0.007070191,0.000510204,0.000561224,NA,NA,NA,NA,NA
682,ENSAMXG00000010903,yipf4,"Yip1 domain family, member 4 [Source:ZFIN;Acc:ZDB-GENE-040426-2253]",integral component of membrane;membrane,0.000995039,0.00030444,0,0,0.001080677,0.001455604,0.003275109,0,0.3673512,0.56291165,0.895833,0.0709761,0.845916,0.000161734,0.003986738,NA,NA,NA,NA,NA
683,ENSAMXG00000010955,si:ch73-206p6.1,si:ch73-206p6.1 [Source:ZFIN;Acc:ZDB-GENE-030131-5048],NA,0.000277778,0.001779231,0,0,0.000799664,0.00308642,0.001157407,0,0.06315605,0.4119798,0.671496667,0.154160964,0.215534164,0.001388889,0.001967593,NA,NA,NA,NA,NA
684,ENSAMXG00000010979,SALL2 (1 of 2),spalt-like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10526],nucleic acid binding;metal ion binding;convergent extension,0.002315616,0.001364422,0,0.00055219,0.001357799,0.006150903,0.003449087,0,0.233365914,0.49202753,0.689895952,0.580949193,0.197815971,0.005092848,0.002524381,NA,NA,NA,NA,NA
685,ENSAMXG00000011003,RNF166,ring finger protein 166 [Source:HGNC Symbol;Acc:HGNC:28856],NA,0.000634754,0.001149538,0,0.000846337,0.000279174,0.002884794,0.000809604,0,0.028512,0.1482558,0.8208705,0.345169485,0.38092147,0.002624232,0.001916992,NA,-0.591064,0,-0.768572,0
686,ENSAMXG00000011017,ALOXE3,arachidonate lipoxygenase 3 [Source:HGNC Symbol;Acc:HGNC:13743],"protein binding;dioxygenase activity;oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen;metal ion binding;oxidation-reduction process;oxidoreductase activity",0.016489622,0.009354195,0,0.010019314,0.019808179,0.052873563,0.015634557,0,0.116766245,0.159441165,0.873957647,0.076225083,0.095501915,0.010461264,0.014054536,NA,-1.64405,0.940275,-0.519006,-0.357068
687,ENSAMXG00000011102,acot13,acyl-CoA thioesterase 13 [Source:ZFIN;Acc:ZDB-GENE-060503-437],NA,0,0.000589448,0,0,0.001245881,0.002947244,0.002431477,0,0.4542773,0.4542773,1,0.00619094,0.00619094,0.000294724,0.000294724,NA,NA,NA,NA,NA
688,ENSAMXG00000011124,pgam1b,phosphoglycerate mutase 1b [Source:ZFIN;Acc:ZDB-GENE-030131-5376],"phosphoglycerate mutase activity;isomerase activity;intramolecular transferase activity, phosphotransferases;glycolytic process;catalytic activity;metabolic process",0.000512466,0.00060307,0,0,0.002002312,0.00276864,0.001248865,0,0.2708382,0.17720334,0.9686425,0.007016135,0.184643884,0.000301535,0.001617325,NA,-1.81961,NA,-1.44071,-0.414115
689,ENSAMXG00000011142,RYR2 (3 of 7),ryanodine receptor 2 (cardiac) [Source:HGNC Symbol;Acc:HGNC:10484],calcium channel activity;calcium ion transmembrane transport;membrane,0.000488986,0.001140428,0,8.23E-05,0.00093528,0.002560585,0.001344307,0,0.0577195,0.1876688,0.70791325,0.287317131,0.125281233,0.001870142,0.00127572,NA,NA,NA,NA,NA
691,ENSAMXG00000011183,STK4,serine/threonine kinase 4 [Source:HGNC Symbol;Acc:HGNC:11408],protein tyrosine kinase activity;protein serine/threonine kinase activity;nucleotide binding;protein phosphorylation;protein kinase activity;ATP binding;signal transduction,0.000240946,0.000369871,7.96E-05,0.000135532,0.000347312,0.00166702,0.000262655,0,0,0.121646,0.708333333,0.07077697,0.062045413,0.000262655,0.000326329,0,-1.13127,0,0,0
693,ENSAMXG00000011208,zgc:103508,zgc:103508 [Source:ZFIN;Acc:ZDB-GENE-041212-28],DNA binding,0.00094719,0.000687995,0.000377287,0.000643375,0.000797448,0.003049739,0.000764007,0,0.061348575,0.062108,0.8441345,0.24781998,0.221903313,0.001565742,0.001594039,-1.50776,-0.739683,-0.768572,-0.908747,-0.849715
694,ENSAMXG00000011212,sat2a,spermidine/spermine N1-acetyltransferase family member 2a [Source:ZFIN;Acc:ZDB-GENE-041212-21],N-acetyltransferase activity;metabolic process,0,0.00081535,0,0,0.000359196,0.002123854,0.000179598,0,0.0465116,0.0465116,0.847222,0.05129802,0.05129802,0.000447127,0.000447127,NA,NA,NA,NA,NA
695,ENSAMXG00000011214,FAM8A1 (1 of 2),"family with sequence similarity 8, member A1 [Source:HGNC Symbol;Acc:HGNC:16372]",integral component of membrane;membrane,0,0.000332713,0,0,0.000377502,0.002464922,0.00018875,0,0.0465116,0.0465116,0.694444433,0.0964051,0.0964051,0.000188537,0.000188537,NA,NA,NA,NA,NA
696,ENSAMXG00000011219,rnasekb,"ribonuclease, RNase K b [Source:ZFIN;Acc:ZDB-GENE-060825-160]","rRNA transcription;endoribonuclease activity;RNA phosphodiester bond hydrolysis, endonucleolytic;integral component of membrane;membrane",0.002115754,0.000738279,0.00069485,0.001888445,0.000553711,0.002994135,0.001273533,0,0.061480867,0.02626205,0.811131,0.652095235,0.637377985,0.009007014,0.008859358,0,-1.50776,-0.8755,-0.659391,0
697,ENSAMXG00000011260,prpf38a,pre-mRNA processing factor 38A [Source:ZFIN;Acc:ZDB-GENE-040801-225],NA,0.00021692,0.000560022,0,0,0.001281799,0.001024343,0.000903832,0,0.203135867,0.1963128,0.816667,0.036262327,0.00619094,0.000301277,0.000391661,NA,-1.13127,NA,-1.51284,-0.379008
698,ENSAMXG00000011265,ostc,oligosaccharyltransferase complex subunit [Source:ZFIN;Acc:ZDB-GENE-040426-1079],integral component of membrane;membrane,0.00022779,0.001220838,0,0.000864538,0.000379651,0.001771703,0.000658061,0,0.0465116,0.05773855,0.711538,0.24328598,0.32263597,0.002057144,0.001721083,NA,NA,NA,NA,NA
700,ENSAMXG00000011376,BAALC (1 of 2),"brain and acute leukemia, cytoplasmic [Source:HGNC Symbol;Acc:HGNC:14333]",cytoplasm;integral component of membrane;membrane,0,0.001590618,0,0,0.001126972,0.004278416,0.000688705,0,0.226804,0.226804,0.8783145,0.43214022,0.44878372,0.004278416,0.004278416,NA,NA,NA,NA,NA
701,ENSAMXG00000011396,bicc1a,BicC family RNA binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-101223-3],RNA binding;nucleic acid binding,0.001306115,0.00116842,0,0.001046678,0.000608579,0.002833946,0.001570996,0,0.203877585,0.187680236,0.641907111,0.272149443,0.264331091,0.00271395,0.002836499,NA,NA,NA,NA,NA
703,ENSAMXG00000011445,mrps36,mitochondrial ribosomal protein S36 [Source:ZFIN;Acc:ZDB-GENE-081104-343],NA,0.00341489,0.001491423,0,0,0.002331003,0.004101417,0.001672241,0,0.491034,0.2245948,1,0.00619094,0.27525497,0.000745712,0.004772558,NA,NA,NA,NA,NA
704,ENSAMXG00000011499,arl2,ADP-ribosylation factor-like 2 [Source:ZFIN;Acc:ZDB-GENE-041010-19],G-protein beta/gamma-subunit complex binding;guanyl nucleotide binding;intracellular protein transport;protein transport;GTPase activity;small GTPase mediated signal transduction;intracellular;nucleotide binding;GTP binding;G-protein coupled receptor signaling pathway;signal transducer activity,0,0.001963179,0,0.000732601,0.001450972,0.002849003,0.002839165,0,0.2366205,0.4352042,0.701923,0.35801198,0.12296147,0.004782255,0.001221001,NA,NA,NA,NA,NA
705,ENSAMXG00000011550,C22orf23,chromosome 22 open reading frame 23 [Source:HGNC Symbol;Acc:HGNC:18589],NA,0.000165017,0.000935092,0,0,0.001900191,0.001718922,0.001650165,0,0.18067908,0.18067908,0.857143,0.013948193,0.013948193,0.000481298,0.000554639,NA,NA,NA,NA,NA
706,ENSAMXG00000011557,prrt1,proline-rich transmembrane protein 1 [Source:ZFIN;Acc:ZDB-GENE-060503-686],response to biotic stimulus;integral component of membrane;membrane,0.000281494,0.001495439,0,0,0.00097819,0.003140422,0.000801282,0,0.550409,0.2984603,0.717653333,0.15132697,0.13954396,0.001046807,0.001129887,NA,-0.133676,NA,NA,0.219917
707,ENSAMXG00000011581,FOLR1,folate receptor 1 (adult) [Source:HGNC Symbol;Acc:HGNC:3791],NA,0.000583234,0.000582258,0,0,0.000445039,0.001158953,0.001335113,0,0.327622367,0.4892593,0.802637,0.40951347,0.25459897,0.001158953,0.001058819,NA,NA,NA,NA,NA
708,ENSAMXG00000011584,ATF7IP (1 of 2),activating transcription factor 7 interacting protein [Source:HGNC Symbol;Acc:HGNC:20092],protein binding,0,0.000316894,0,0.000151515,0.000252526,0.001346801,0.00020202,0,0.0465116,0.0465116,0.882812,NA,0.0709761,0.000227273,0.00016835,NA,NA,NA,NA,NA
709,ENSAMXG00000011586,prrc2a,proline-rich coiled-coil 2A [Source:ZFIN;Acc:ZDB-GENE-010501-4],NA,8.99E-05,0.000728257,0,0.000179929,0.000777215,0.003436001,0.001258571,0,0.396161569,0.398859288,0.693433178,0.53301535,0.480898323,0.002768037,0.00286694,NA,-1.18664,-2.08342,NA,-0.91996
710,ENSAMXG00000011597,csnk2b,"casein kinase 2, beta polypeptide [Source:ZFIN;Acc:ZDB-GENE-990415-29]",protein kinase regulator activity;protein kinase CK2 complex;regulation of protein kinase activity,0,0.000904664,0,0,0.000471275,0.002160014,0.000259202,0,0.162896,0.162896,0.6458335,0.15653447,0.15653447,0.000604804,0.000604804,NA,0.000958418,NA,NA,0
712,ENSAMXG00000011625,nrxn1a (1 of 2),neurexin 1a [Source:ZFIN;Acc:ZDB-GENE-070206-1],presynaptic membrane;integral component of membrane;membrane,0,0.000966984,0,0.000353957,0.000605148,0.001758352,0.001043648,0,0.073161325,0.22168562,0.702882333,0.279619635,0.116717316,0.001265326,0.00059999,NA,-0.370372,-0.407697,NA,-1.38479
714,ENSAMXG00000011714,C10orf90,chromosome 10 open reading frame 90 [Source:HGNC Symbol;Acc:HGNC:26563],NA,0.001521383,0.00191802,0,0,0.002485797,0.008436415,0.001302083,0,0.05933825,0.061310767,0.697845,0.0925338,0.170232,0.001112196,0.001869032,NA,NA,NA,NA,NA
715,ENSAMXG00000011875,actl6a (1 of 2),actin-like 6A [Source:ZFIN;Acc:ZDB-GENE-020419-36],npBAF complex;ATP-dependent chromatin remodeling,0.000107875,0.000458292,0,0.000204395,0.000326893,0.000779096,0.000287666,0,0.162896,0.0912041,0.701923,0.549311,0.630123,0.000731152,0.000755124,NA,0,0,0,0
716,ENSAMXG00000011890,si:dkey-24p1.6,si:dkey-24p1.6 [Source:ZFIN;Acc:ZDB-GENE-060503-67],NA,0.000199254,0.003523032,3.62E-05,0,0.001540917,0.015396877,0.002261827,0,0.3856388,0.352682679,0.840214351,0.706745627,0.708447283,0.014513821,0.014870893,NA,NA,NA,NA,NA
718,ENSAMXG00000011908,kntc1,kinetochore associated 1 [Source:ZFIN;Acc:ZDB-GENE-050208-92],protein binding,0.000810111,0.001492553,0,0.001239054,0.001170075,0.003902714,0.00311119,0,0.180815287,0.302581971,0.684836633,0.401572292,0.453520242,0.003883485,0.004268263,NA,-1.12645,0.305307,-1.25044,-1.06268
719,ENSAMXG00000011912,pfkpb,"phosphofructokinase, platelet b [Source:ZFIN;Acc:ZDB-GENE-070912-634]",glycolytic process through fructose-6-phosphate;fructose 6-phosphate metabolic process;6-phosphofructokinase activity;glycolytic process;phosphorylation;kinase activity;nucleotide binding;transferase activity;ATP binding,0.000899416,0.002074732,0.000407092,0.000269716,0.001352089,0.003658416,0.00261536,0,0.189845621,0.328540333,0.656956917,0.222117919,0.193770541,0.002145575,0.002294615,NA,NA,NA,NA,NA
720,ENSAMXG00000011932,srsf5b,serine/arginine-rich splicing factor 5b [Source:ZFIN;Acc:ZDB-GENE-040718-354],nucleotide binding;nucleic acid binding,0,0.000679943,0,0.000349052,0.001241281,0.002022829,0.003164283,0,0.1589018,0.47240092,0.76875,0.796035667,0.552357,0.003128161,0.000722439,NA,NA,NA,NA,NA
721,ENSAMXG00000011936,susd6,sushi domain containing 6 [Source:ZFIN;Acc:ZDB-GENE-030131-8832],integral component of membrane;membrane,0.000300909,0.002591279,0,0.000300909,0.000976501,0.008604759,0.001507277,0,0.216736083,0.23355122,0.716186091,0.63145121,0.599456443,0.009592285,0.009696235,NA,NA,NA,NA,NA
722,ENSAMXG00000012013,C10orf107,chromosome 10 open reading frame 107 [Source:HGNC Symbol;Acc:HGNC:28678],"transcription factor activity, sequence-specific DNA binding;positive regulation of transcription from RNA polymerase II promoter;endocrine pancreas development;adrenal gland development;hypothalamus development",0.000563909,0.001651702,0,0.000510204,0.000434595,0.005518353,0.001651456,0,0.235078733,0.3423664,0.6574395,0.375869646,0.366307146,0.005285395,0.0051357,NA,NA,NA,NA,NA
723,ENSAMXG00000012015,rnf126,ring finger protein 126 [Source:ZFIN;Acc:ZDB-GENE-070209-292],protein binding;metal ion binding;zinc ion binding,0.000106724,0.000638647,0,0.000596653,0.000379651,0.002043418,0.001227537,0,0.04161885,0.280653067,0.90374,0.611093235,0.60807398,0.002801918,0.00209678,NA,NA,NA,NA,NA
724,ENSAMXG00000012045,sfxn2,sideroflexin 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2831],ion transmembrane transporter activity;ion transmembrane transport;transmembrane transport;mitochondrial membrane;ion transport;mitochondrion;integral component of membrane;membrane,0.000562934,0.000305418,0,0,0.000519212,0.002249913,0.000259605,0,0.051110967,0.0465116,0.704627,0.135363,0.1904085,0.00017307,0.000536518,NA,0,NA,-0.0899783,-1.62929
725,ENSAMXG00000012077,C1QL1 (2 of 2),"complement component 1, q subcomponent-like 1 [Source:HGNC Symbol;Acc:HGNC:24182]",protein binding;collagen trimer;extracellular region,0.000964195,0.000693564,0,0,0.00273653,0.00117061,0.003320053,0,0.251291257,0.349474543,0.777865,0.433597576,0.260079627,0.002913322,0.00156228,NA,NA,NA,NA,NA
726,ENSAMXG00000012124,fam102aa,"family with sequence similarity 102, member Aa [Source:ZFIN;Acc:ZDB-GENE-081104-233]",NA,0.000124844,0.001227632,0.000138715,0,0.00180971,0.003107639,0.002968617,0,0.308417,0.459246,0.754370667,0.275908696,0.064981484,0.001944444,0.000841146,NA,NA,NA,NA,NA
728,ENSAMXG00000012139,slc38a4,"solute carrier family 38, member 4 [Source:ZFIN;Acc:ZDB-GENE-041010-14]",integral component of membrane;membrane,0.000911168,0.000833654,0,0.001633279,0.000413136,0.001864753,0.001521877,0,0.207012383,0.3678346,0.6837965,0.266712149,0.32269633,0.001783829,0.00202484,NA,NA,NA,NA,NA
729,ENSAMXG00000012145,si:dkey-13n15.2,si:dkey-13n15.2 [Source:ZFIN;Acc:ZDB-GENE-060526-209],COPII vesicle coat;ER to Golgi vesicle-mediated transport;intracellular protein transport,0.000902993,0.003774588,0,0,0.000408498,0.011454929,0.000204248,0,0.0164745,0.0465116,0.757174167,0.65724025,0.54121864,0.006552968,0.007043164,NA,NA,NA,NA,NA
730,ENSAMXG00000012234,bub1ba (2 of 2),BUB1 mitotic checkpoint serine/threonine kinase Ba [Source:ZFIN;Acc:ZDB-GENE-041014-120],NA,0.000287533,0.000523721,0,0,0.000617285,0.002939515,0.004012346,0,0.38407606,0.5232558,0.75315115,0.606498868,0.598974722,0.002939515,0.005773773,NA,-1.54227,NA,-1.69027,-1.76482
731,ENSAMXG00000012272,si:ch211-197l9.2,si:ch211-197l9.2 [Source:ZFIN;Acc:ZDB-GENE-091204-369],regulation of autophagy;extracellular space,0.000474711,0.002663297,0,0.001921487,0.001307915,0.006692347,0.002160383,0,0.2409189,0.146664853,0.69802064,0.163438187,0.109178051,0.002698414,0.001854276,NA,NA,NA,NA,NA
732,ENSAMXG00000012273,hpse,heparanase [Source:ZFIN;Acc:ZDB-GENE-041111-200],"hydrolase activity, acting on glycosyl bonds;metabolic process;membrane",0,0.000556947,0,0,0.002848033,0.005291005,0.001461988,0,0.049156233,0.049156233,1,0.00619094,0.00619094,0.000278474,0.000278474,NA,NA,NA,NA,NA
733,ENSAMXG00000012298,galk1,galactokinase 1 [Source:ZFIN;Acc:ZDB-GENE-041010-79],"carbohydrate phosphorylation;galactose metabolic process;galactokinase activity;phosphotransferase activity, alcohol group as acceptor;cytoplasm;phosphorylation;kinase activity;nucleotide binding;transferase activity;ATP binding;metabolic process",0.000527202,0.00081603,0.000176052,0.000757055,0.00144605,0.002987046,0.002754317,0,0.19977496,0.2853288,0.6579076,0.45411648,0.261196537,0.002492907,0.00177586,0,-1.06278,0.164407,0.260264,-1.41244
734,ENSAMXG00000012329,prpf31,PRP31 pre-mRNA processing factor 31 homolog (yeast) [Source:ZFIN;Acc:ZDB-GENE-040426-1561],"spliceosomal tri-snRNP complex assembly;U4/U6 x U5 tri-snRNP complex;mRNA splicing, via spliceosome;retina development in camera-type eye",0.001216696,0.001232713,0,0.000196464,0.000418936,0.005384559,0.000318192,0,0.2268302,0.0853064,0.880192444,0.525135615,0.433484251,0.004005676,0.003630939,NA,-0.994396,-1.72331,-0.593465,-1.17901
735,ENSAMXG00000012331,tbcelb,tubulin folding cofactor E-like b [Source:ZFIN;Acc:ZDB-GENE-100921-13],protein binding,0,0.001370606,0,0,0.000835028,0.003477656,0.000998403,0,0.290892675,0.29546755,0.7034651,0.481029505,0.479369005,0.00312989,0.00312989,NA,NA,NA,NA,NA
736,ENSAMXG00000012366,myl12.2,"myosin, light chain 12, genome duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-030131-9028]",calcium ion binding,0.000367198,0.000709328,0,0.000367198,0.001027719,0.001507321,0.001098191,0,0.385529,0.385529,0.767857,0.62343,0.62343,0.001399655,0.001399655,NA,NA,NA,NA,NA
737,ENSAMXG00000012408,seta,SET translocation (myeloid leukemia-associated) A [Source:ZFIN;Acc:ZDB-GENE-030131-2221],nucleosome assembly;nucleus,0.000145349,0.002004484,0.000687334,0,0.000489477,0.003479913,0.000244738,0,0.0465116,0.0465116,0.659721333,0.087914257,0.072875114,0.001372739,0.001372739,NA,NA,NA,NA,NA
739,ENSAMXG00000012444,ppa1b,pyrophosphatase (inorganic) 1b [Source:ZFIN;Acc:ZDB-GENE-050417-375],phosphate-containing compound metabolic process;inorganic diphosphatase activity;cytoplasm;magnesium ion binding,0.000630178,0.000492732,0,0,0.001562185,0.001355014,0.000831486,0,0.24985472,0.1047038,1,0.00619094,0.172102752,0.000246366,0.001355014,NA,-1.85306,NA,-1.43544,-1.10898
740,ENSAMXG00000012461,ndufa3,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3 [Source:ZFIN;Acc:ZDB-GENE-040801-18]",mitochondrial respiratory chain complex I;mitochondrial inner membrane;integral component of membrane;membrane,0.001479602,0.00083996,0,0.000847835,0.001642936,0.008478358,0.004997769,0,0.17104675,0.601203,0.6875,0.970588,0.45336305,0.008411423,0.004060687,NA,0,-1.46933,-0.812352,0
741,ENSAMXG00000012482,C9orf78,chromosome 9 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:24932],NA,0.000739654,0.001260124,0,0,0.000545525,0.002839076,0.00261324,0,0.39369382,0.5523519,0.781944333,0.535239988,0.437383988,0.003226223,0.002948768,NA,NA,NA,NA,NA
742,ENSAMXG00000012497,endog,endonuclease G [Source:ZFIN;Acc:ZDB-GENE-050522-402],hydrolase activity;nucleic acid binding;metabolic process;metal ion binding,0.000756504,0.00127697,0,0,0.000748664,0.00203628,0.001395534,0,0.0876673,0.380471533,0.8045155,0.415341485,0.201024485,0.002126186,0.001428502,NA,NA,NA,NA,NA
743,ENSAMXG00000012508,dmrt1,doublesex and mab-3 related transcription factor 1 [Source:ZFIN;Acc:ZDB-GENE-050511-1],"transcription factor activity, sequence-specific DNA binding;sequence-specific DNA binding;nucleus;regulation of transcription, DNA-templated",0.000115607,0.000386748,0,0.001348469,0.00124365,0.003271283,0.002421323,0,0.318314025,0.20711605,0.940032333,0.5510905,0.943152,0.002808588,0.003329154,NA,-1.1075,0.0924449,0,-0.660626
744,ENSAMXG00000012537,plcxd1,"phosphatidylinositol-specific phospholipase C, X domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-131127-240]",phosphoric diester hydrolase activity;lipid metabolic process,0.000491733,0.002174177,0,0.001048308,0.001633377,0.00433493,0.001548597,0,0.15098825,0.142322917,0.675366333,0.19669849,0.308185823,0.002116131,0.002344285,NA,NA,NA,NA,NA
745,ENSAMXG00000012544,tlk1b,tousled-like kinase 1b [Source:ZFIN;Acc:ZDB-GENE-030131-4933],protein tyrosine kinase activity;nucleotide binding;protein phosphorylation;protein kinase activity;ATP binding,0.000888669,0.001116291,0,0.00031962,0.00029695,0.002398522,0.001502739,0,0.21934402,0.4909248,0.673758619,0.34824248,0.175979873,0.002434163,0.001585755,NA,-1.16005,-1.56306,-0.106964,-1.17901
746,ENSAMXG00000012550,lrrc58a,leucine rich repeat containing 58a [Source:ZFIN;Acc:ZDB-GENE-090312-76],protein binding,0.000549808,0.000527593,0,0.000994653,0.001237447,0.001107946,0.001772713,0,0.143448156,0.12281141,0.941176,0.510285974,0.4107373,0.003819774,0.003777567,NA,-1.95558,-1.21324,-1.40841,-1.71347
747,ENSAMXG00000012578,rp2,retinitis pigmentosa 2 (X-linked recessive) [Source:ZFIN;Acc:ZDB-GENE-040426-2795],cell morphogenesis;CTP biosynthetic process;UTP biosynthetic process;GTP biosynthetic process;nucleoside diphosphate phosphorylation;nucleoside diphosphate kinase activity;cytoskeleton organization;GTPase activator activity;positive regulation of GTPase activity;nucleotide binding;actin binding;GTP binding;heart looping;retina development in camera-type eye;photoreceptor cell development;pronephros development;retina layer formation;photoreceptor cell outer segment organization,0.000770795,0.000628343,0,0.000179695,0.000449237,0.000848557,0.00172956,0,0.4280262,0.6116912,0.74671,0.589663788,0.520813468,0.002760307,0.002705401,NA,NA,NA,NA,NA
748,ENSAMXG00000012591,waca,WW domain containing adaptor with coiled-coil a [Source:ZFIN;Acc:ZDB-GENE-030131-2624],protein binding,0.00018226,0.001071422,0,0.000236618,0.001408582,0.002004016,0.002553517,0,0.206376956,0.318139267,0.72150775,0.353755785,0.211218334,0.002686648,0.001582118,NA,NA,NA,NA,NA
749,ENSAMXG00000012623,SLC10A1 (2 of 2),"solute carrier family 10 (sodium/bile acid cotransporter), member 1 [Source:HGNC Symbol;Acc:HGNC:10905]",integral component of membrane;membrane,0.002343267,0.001758402,0,0.000304569,0.002230427,0.003553299,0.002411168,0,0.144393933,0.249950425,0.6455952,0.338477478,0.272784552,0.003130288,0.003829667,NA,NA,NA,NA,NA
750,ENSAMXG00000012681,nipa2,non imprinted in Prader-Willi/Angelman syndrome 2 (human) [Source:ZFIN;Acc:ZDB-GENE-040426-2134],magnesium ion transmembrane transport;magnesium ion transport;magnesium ion transmembrane transporter activity;integral component of membrane;membrane,0.000335792,0.001852851,0,0.000275229,0.001043494,0.004638124,0.001354454,0,0.14642125,0.185656583,0.689980857,0.513927618,0.452706987,0.004021407,0.003924567,NA,NA,NA,NA,NA
751,ENSAMXG00000012682,gpkow,G patch domain and KOW motifs [Source:ZFIN;Acc:ZDB-GENE-030616-159],nucleic acid binding,0.000201884,0.001649382,0,0.00046398,0.000887068,0.004673247,0.002489906,0,0.413872238,0.367251222,0.733741778,0.611002294,0.451109063,0.004448931,0.003936743,NA,-0.22432,-1.88764,NA,-1.28348
752,ENSAMXG00000012728,prr16,proline rich 16 [Source:ZFIN;Acc:ZDB-GENE-070724-2],NA,0,0.000998977,0,0.000118483,0.001156889,0.004278568,0.001785714,0,0.28376304,0.27057824,0.8794645,0.621900235,0.636530735,0.003034492,0.003093734,NA,-0.0924089,0,NA,-1.02271
753,ENSAMXG00000012746,itpa,inosine triphosphatase (nucleoside triphosphate pyrophosphatase) [Source:ZFIN;Acc:ZDB-GENE-070705-218],nucleoside-triphosphate diphosphatase activity;deoxyribonucleoside triphosphate catabolic process;nucleoside triphosphate catabolic process;nucleotide metabolic process;cytoplasm;nucleotide binding;hydrolase activity;metal ion binding,0,0.000439391,0,0,0.001464223,0.004201681,0.00140056,0,0.3373798,0.3451933,0.94108,0.0123457,2.34E-17,0.000233427,0.000233427,NA,NA,NA,NA,0
754,ENSAMXG00000012760,mettl13,methyltransferase like 13 [Source:ZFIN;Acc:ZDB-GENE-060929-60],methylation;methyltransferase activity;metabolic process;sarcomere organization;myofibril assembly,0.000199375,0.000740524,0,0,0.001785136,0.003896568,0.002109705,0,0.179361225,0.290934836,0.763320633,0.4525971,0.297985218,0.003249946,0.001846239,NA,-1.48358,NA,-1.84102,-0.627915
755,ENSAMXG00000012817,gdf10a,growth differentiation factor 10a [Source:ZFIN;Acc:ZDB-GENE-090312-17],osteoblast differentiation;growth factor activity;extracellular region,0.000869637,0.001407506,0,7.83E-05,0.000391543,0.005612112,0.001722788,0,0.270940786,0.41276506,0.85060925,0.290357604,0.24052528,0.002788654,0.002866962,NA,-1.10947,0,-0.0435264,-1.62929
756,ENSAMXG00000012818,COMMD10,COMM domain containing 10 [Source:HGNC Symbol;Acc:HGNC:30201],NA,0.0002886,0.001565609,0,0.0001443,0.000444978,0.002405002,0.001639745,0,0.548486,0.548486,0.6997545,0.275379764,0.396605303,0.002340869,0.003848004,NA,-1.24467,0,-1.51284,0
758,ENSAMXG00000012877,wdr19 (1 of 3),WD repeat domain 19 [Source:ZFIN;Acc:ZDB-GENE-090313-277],NA,0.005483602,0.00441433,0,0,0.001745204,0.013089005,0.0008726,0,0.10094834,0.0465116,0.815605,0.106230313,NA,0.002617801,0.004770215,NA,-0.43794,NA,0.637259,-1.45138
759,ENSAMXG00000012883,TNNC2 (2 of 2),troponin C type 2 (fast) [Source:HGNC Symbol;Acc:HGNC:11944],calcium ion binding,0,0.000456308,0,0,0.000342232,0.002281542,0.000171116,0,0.0465116,0.0465116,1,0.00619094,0.00619094,0.000228154,0.000228154,NA,NA,NA,NA,NA
760,ENSAMXG00000012888,scrn2,secernin 2 [Source:ZFIN;Acc:ZDB-GENE-040724-75],dipeptidase activity;proteolysis,0.00076669,0.000522023,0,0,0.001102604,0.002535543,0.001976015,0,0.401268025,0.46892462,0.958333333,0.580038728,0.379512269,0.002535543,0.002404238,NA,-1.34736,NA,0.296575,-0.683986
762,ENSAMXG00000012988,hdac7b,histone deacetylase 7b [Source:ZFIN;Acc:ZDB-GENE-131127-113],hydrolase activity;metabolic process,0.000136488,0.001944726,0,0.004049715,0.003675812,0.004094631,0.004239788,0,0.3315787,0.200452213,0.689554083,0.37965971,0.683111488,0.00540643,0.008227176,NA,NA,NA,NA,NA
763,ENSAMXG00000012994,tshr,thyroid stimulating hormone receptor [Source:ZFIN;Acc:ZDB-GENE-110524-4],thyroid-stimulating hormone receptor activity;protein-hormone receptor activity;plasma membrane;G-protein coupled receptor signaling pathway;signal transduction;G-protein coupled receptor activity;signal transducer activity;integral component of membrane;membrane;thyroid-stimulating hormone signaling pathway,0,0.00037617,0.000191024,0.000175123,0.000367888,0.003022582,0.000539568,0,0.5085735,0.345553067,0.708333333,0.387163698,0.39578519,0.001548761,0.001548761,NA,NA,NA,NA,NA
